"payment","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","var25","var26","var27","var28","var29","var30"
"Denied","qw","rv",-7.03,10.97,15.84,8.37,7.55,-2.7,"ch","ld","te",-3.64,"pf",2.18,34.22,18.84,"bw",30.22,"qu",15.9,15.04,27.45,"ub",8.36,29.57,-20.19,7.26,1.19,"dg",26.42
"Denied","qw","hk",12.24,2.92,24.3,10.13,9.05,10.11,"ch","pe","te",-3.54,"te",2.22,2.07,14.26,"bw",-0.83,"qu",11.58,56.96,28.36,"ub",-6.15,9.24,5.32,3.12,1.95,"dg",26.72
"Success","kq","zg",1.19,19.02,26.97,0.02,4.46,4.97,"ch","ld","rl",8.28,"te",4.43,7.51,18.06,"ki",10.21,"qu",3.63,31.81,14.46,"da",6.55,5.48,-10.34,8.53,1.43,"ev",20.61
"Denied","qw","py",1.87,11.44,-2.29,2.7,10.12,2.7,"ch","ld","te",-1.8,"iz",5.63,21.19,-2.23,"bw",25.87,"ev",15.21,12.04,26.69,"tf",-4.64,16.12,4.27,-3.2,1.69,"ev",-8.81
"Denied","wv","hk",3.17,13.01,10.41,13.9,9.04,4.53,"ch","ld","te",8.84,"np",5.09,30.45,23.29,"bw",4.4,"ev",0.14,4.53,4.05,"da",9.4,9.35,28.82,2.08,1.73,"dg",-5.87
"Denied","qw","py",1.74,11.66,31.06,13.42,24,17.84,"ch","ld","te",13.42,"cb",0.69,8.49,12.81,"bw",25.54,"qu",44.47,11.32,14.37,"ri",7.26,-3.54,15.14,0.21,1.38,"ev",19.55
"Denied","wv","js",5.51,-25.16,76.47,18.64,8.32,5.8,"ch","ld","te",4.67,"te",4.18,48.39,20.77,"ki",21.8,"qu",9.19,12.1,25.87,"da",7.74,22.68,15.48,1.54,0.51,"ev",-11.83
"Denied","qw","hk",-0.65,-6.32,1.95,1.72,4.47,15.91,"nv","db","te",9.24,"cb",0.55,2.77,21.15,"bw",30.91,"ev",19.62,-14.98,-0.4,"tf",2.51,18.21,9.85,4.29,2.08,"ev",-8.59
"Denied","kq","py",6.88,8.6,27.15,9.92,9.43,-3.49,"nv","ld","te",4.45,"iz",3.54,41.34,-8.55,"bw",34.6,"tg",0.06,10.62,-3.33,"tf",3.65,1.89,22.07,-5.73,0.55,"ev",-4.86
"Success","qw","py",4.63,30.49,25.88,13.96,-5.92,0.58,"ch","ld","te",15.86,"te",1.34,18.36,17.55,"zk",12.32,"ev",24.99,-7.17,11.39,"cz",8.49,-12.08,19.7,-2.27,0.96,"ev",17.97
"Success","wv","bq",-0.74,15.79,32.41,-1.96,0.79,17.05,"nv","db","te",20.22,"cb",-0.85,19.77,8.39,"bw",8.08,"qu",-7.53,-7.4,10.3,"qu",5.12,-6.88,28.12,1.9,-0.49,"ev",5.35
"Success","qw","js",2.27,-9.1,36.7,11.21,19.4,8.17,"ch","ld","te",2.67,"iz",1.33,17.51,17.09,"zk",16.8,"ev",60.3,19.62,-2.74,"qu",9.37,-0.27,18.91,-4.55,2.1,"ev",19
"Denied","qw","bq",6.33,18.71,9.92,3.43,10.67,2.56,"ch","db","te",7,"iz",1.24,-1,16.3,"ki",5.5,"ev",17.87,17.74,10.28,"tf",2.25,9.58,-10.67,3.14,1.45,"dg",23.25
"Success","ma","rv",5.85,45.25,24.11,17.18,11.67,12.85,"nv","ld","rl",14.56,"cb",5.11,13.72,-4.61,"az",1.48,"qu",17.43,8.78,9.44,"tf",6.28,5.17,27.88,6.06,1.28,"dg",30.03
"Denied","kq","py",-0.45,44.67,42.71,8.83,5.72,-2.75,"ch","ld","te",-2.8,"te",0.15,-5.28,2.5,"bw",10.2,"ev",30.24,6.16,26.9,"ub",7.67,12.41,-2.37,1.89,0.98,"ev",25.91
"Denied","wv","zg",5.26,6.1,30.45,12.8,16.58,-4.92,"nv","ld","rl",2.52,"pf",3.53,16.33,18.13,"ov",16.12,"qu",32.7,16.28,17.52,"qu",1.04,10.53,16.41,4.82,-0.36,"dg",20.49
"Denied","wv","rv",8.11,11.3,42.91,-2.57,5.1,-4.14,"nv","ld","te",13.33,"cb",0.62,25.9,26.48,"bw",4.97,"tg",49.89,2.28,14.32,"tf",11.63,23.09,-0.17,7.84,-0.16,"ev",25.63
"Success","qw","xn",4.16,3,15.78,7.91,5.38,3.64,"nv","ld","te",13.73,"cb",0.94,17.73,30.51,"ki",-3.51,"ev",9.09,0.51,-2.99,"yv",6.12,11.75,15.4,1.66,1.36,"ev",20.66
"Success","kq","py",1.93,21.23,0.96,15.72,30.09,4.9,"ch","ld","rl",6.75,"te",-0.31,25.42,-9.06,"ki",30.41,"qu",-3.39,24,19.46,"qu",7.51,-4.4,15.36,-1.49,1.13,"ev",21.74
"Success","wv","zg",2.46,1.66,-32.89,7.61,2.13,12,"nv","ld","te",8.13,"kh",4.89,28.02,18.57,"ki",20.63,"ev",11.55,-8.77,3.23,"da",2.09,4.49,24.74,7.05,0.86,"ev",24.2
"Denied","ma","js",8.77,20.79,15.16,5.44,12.24,15.09,"nv","ld","te",3.12,"cb",1.77,38.94,26.01,"ki",18.38,"ev",34.31,-0.3,24.87,"ri",4.91,28.45,9.89,2.51,-0.22,"ev",19.5
"Denied","qw","rv",4.43,17.18,-6.99,20.25,27.95,18.72,"ch","ld","te",12.46,"cb",1.21,33.97,20.07,"bw",7.57,"bz",10.92,27.69,8.42,"sy",4.45,11.35,23.28,4.14,0.82,"ev",20.21
"Denied","qw","py",6.5,30.82,36.13,10.89,18.03,4.67,"ja","ld","te",6.23,"te",1.73,11.7,23.81,"bw",27.08,"qu",36,14.19,7.16,"tf",10.35,5.82,20.57,12.49,1.24,"ev",18.28
"Success","qw","rv",6.4,3.64,28.66,20.73,-12.49,5.91,"ch","ld","rl",1.2,"cb",1.52,6.01,18.65,"bw",28.43,"tg",21.82,-13.99,5.17,"ri",3.98,-5.07,33.25,8.23,0.39,"ev",27.72
"Denied","qw","hk",1.66,13.06,-4.87,15.6,10.39,1.21,"ja","ld","rl",8.96,"iz",2.54,-1.2,-10.49,"ki",25.66,"tg",-4.97,24.82,1.84,"ub",-0.52,25.6,5.58,4.43,0.76,"ev",15.72
"Denied","qw","py",4.45,-3.98,8.08,23.13,24.41,5.39,"nv","db","te",11.69,"kh",2.29,1.28,7.83,"ki",32.89,"ev",-15.96,22.71,12.94,"ri",-6.58,30.33,-11.1,3.82,2,"ev",34.1
"Denied","ma","xn",5.77,14.31,7.29,4.03,6.5,-2.54,"nv","ld","te",-0.31,"kh",1.6,21,36.01,"ov",12.41,"tg",10.36,7.85,21.61,"tf",7.97,6.22,7.11,6.41,1.12,"ev",-15.46
"Success","qw","py",1.23,-2.69,35.55,3.11,13.23,10.01,"ch","ld","te",7.83,"te",0.32,29.69,24.7,"bw",10.49,"ev",-10.49,28.61,9.99,"qu",0.16,-3.19,17.83,3.22,1.96,"ev",14.91
"Denied","wv","bq",-1.34,36.76,9.48,11.37,4.4,10.73,"nv","db","rl",11.78,"cb",3.96,21.53,5.8,"ki",7.92,"ev",9.83,24.85,11.77,"tf",-1.64,9.54,-6.1,2.34,1.52,"ev",10.37
"Success","kq","js",2.49,34.48,-15.79,11.75,24.41,6.26,"nv","db","te",-3.13,"np",3.35,-4.9,27.81,"zk",17.73,"qu",7.36,42.14,19.77,"tf",2.92,5.79,15.69,5.25,1.13,"ev",12.92
"Denied","qw","py",2.24,30.27,25.3,8.36,20.97,-0.97,"nv","ld","te",16.56,"cb",1.06,11.37,17.06,"bw",-7.48,"ev",20.83,11.32,-4.01,"ub",-2.11,5.65,-6.32,2.77,1.23,"ev",6.35
"Denied","qw","py",1.96,-13.5,-0.01,9.07,6.43,5.32,"ch","db","rl",12.18,"pf",4.38,18.56,14.74,"bw",62.6,"ev",23.26,30.65,8.77,"ri",0.07,22.28,25.21,7.67,1.93,"ev",45.55
"Denied","wv","js",3.65,29.74,11.75,0.67,4.46,11.83,"ch","ld","te",4.22,"iz",1.04,4.86,4.59,"bw",15.93,"tg",24.81,-2.01,-2.08,"tf",-1.45,12.4,11.06,8.31,0.95,"dg",-5.82
"Denied","wv","bq",2.7,15.26,-16.95,10.27,1,12.54,"nv","db","te",11.82,"cb",-1.53,10.71,18.44,"bw",55.78,"me",49.19,14.57,-6.92,"qu",9.31,6.7,17.04,6.58,1.27,"ev",38.42
"Success","qw","rv",4.7,16.61,-21.94,30.55,10.69,-4.65,"ja","ld","rl",12.18,"te",-1.44,25.77,-12.55,"ki",-1.31,"ev",58.92,18.44,2.04,"ub",-2.04,2.99,-8.38,2.86,1.97,"ev",27.04
"Success","kq","bq",4.67,3.02,12.53,5.65,9.58,1.07,"ch","ld","te",4.12,"iz",5.28,23.95,-1.16,"zk",-9.61,"qu",5.24,10.42,31.56,"da",0.54,18.7,14.69,2.23,0.04,"ev",-24.59
"Denied","kq","py",2.21,-0.36,11.05,9.33,7.28,23.41,"nv","ld","te",1.5,"te",-1.67,-3.38,15.62,"bw",27.37,"qu",36.23,12.07,24.8,"qu",0.04,14.17,5.9,0.63,1.02,"ev",25.53
"Denied","qw","bq",2.71,20.13,3.25,21.49,16.21,17.85,"ch","ld","te",11.36,"te",1.44,26.92,13.34,"bw",22.49,"ev",45.32,-2.73,5.38,"tf",12.11,6.19,23.35,6.96,-0.68,"ev",-22.5
"Denied","qw","hk",6.9,19.32,37.75,20.98,5.26,3.02,"ch","ld","te",14.72,"cb",0.61,35.41,25.12,"ov",13.02,"ev",22.09,23.19,-12,"qu",8.75,0.11,7.84,4.78,0.46,"ev",8.95
"Denied","kq","js",6.94,-22.4,62.09,16.25,9.05,-15.85,"ch","ld","rl",13.74,"cb",2.68,10.71,9.44,"bw",27.64,"me",39.46,33.22,4.4,"cz",8.58,28.32,11.68,0.49,1.92,"ev",14.41
"Success","wv","hk",-0.45,22.56,36.82,4.19,6.16,-0.19,"nv","db","te",8.85,"te",0.39,17.77,-1.07,"zk",40.4,"tg",32.54,16.22,24.72,"ub",10.21,14.99,-15,6.09,0.69,"ev",-4.52
"Denied","qw","py",-3.37,9.9,-42.29,6.49,-3.84,3.85,"ch","ld","te",-5.42,"cb",2.15,29.53,14.11,"ki",30.63,"bz",32.15,25.45,20.2,"tf",4.06,19.63,30.26,6.59,3.24,"ev",54.17
"Success","qw","py",1.12,34.52,20.78,13.29,9.81,9.96,"nv","ld","te",8.74,"te",-2,-17.1,10.26,"ki",8.17,"qu",41.33,21.2,-0.38,"ri",-0.59,8.05,6.06,3.41,0.99,"ev",8.14
"Denied","qw","hk",3.66,15.64,26.98,0.92,13.13,2.79,"nv","db","te",10.24,"pf",3.5,17.66,13.42,"zk",34.51,"qu",34.46,57.87,7.79,"qu",8.28,21.96,-12.69,9.25,1.18,"ev",-12.5
"Success","qw","hk",7.31,14.88,12.17,0.68,-2.25,2.21,"ch","ld","te",8.84,"kh",6.38,17.42,17.93,"bw",9.45,"ev",37.31,-13.01,20.57,"qu",0.42,11.28,7.24,9.8,2.6,"dg",-3.11
"Denied","wv","bq",6.66,20.65,-6.9,13.47,22.37,4.93,"ch","db","te",9.34,"iz",1.99,23.22,5.33,"bw",27.13,"me",18.82,27.21,9.31,"qu",15.39,24.51,11.98,6.65,2.68,"ev",7.81
"Denied","kq","py",-1.34,29.08,23.92,-7.52,10.79,-0.33,"ch","ld","rl",4.52,"cb",-1.06,15.15,-2.68,"ov",13.03,"ev",-2.03,40.25,17.94,"ri",10.86,28.66,13.16,-0.17,1.42,"ev",-2.03
"Denied","qw","hk",5.39,21.05,-10.13,15.23,16.29,9.47,"ch","db","te",-4.37,"iz",4.58,21.1,25.33,"zk",30.32,"fh",23.07,31.66,10.77,"cz",-6.48,14.53,-1.06,-4.08,-0.42,"ev",5.05
"Success","qw","xn",4.2,11.32,39.69,10.31,7.31,1.79,"nv","ld","te",6.39,"iz",3.78,19.31,-15.93,"bw",9.67,"ev",-3.11,-5.06,7.72,"tf",-0.54,-0.98,-0.95,9.2,2.06,"ev",11.17
"Success","kq","bq",5.62,20.28,10.17,14.64,13.33,12.26,"ch","ld","rl",9.15,"te",0.64,32.41,15,"bw",15.78,"ev",14.31,5.36,10.78,"tf",8.06,-6.62,9.7,5.62,-0.18,"ev",21.35
"Success","kq","py",4.88,11.69,54.27,11.3,-5.76,3.32,"ch","ld","te",-0.85,"te",1.67,8.84,19.05,"ki",36.6,"ev",34.41,27.77,17.03,"tf",7.83,3.3,4.48,2.77,0.98,"dg",4.3
"Denied","qw","xn",7.21,11.41,27.75,2.25,11.56,8.95,"ch","ld","te",2.25,"iz",3.96,23.43,16.27,"bw",13.28,"ev",36.96,1.04,9.29,"qu",-0.3,15.8,25.35,8.75,1.19,"ev",28.98
"Denied","wv","py",2.42,10.21,-2.98,8.3,14.21,8.87,"nv","ld","te",3.61,"iz",2.63,13.5,-1.76,"bw",35.91,"me",6.48,17.4,11.2,"tf",12.66,13.14,5.46,5.65,0.71,"ev",13.4
"Success","qw","zg",-3.07,28.32,-19.12,10.43,10.27,-1,"ja","ld","te",14.02,"te",0.39,25.6,22.42,"zk",4.58,"ev",10.7,4.84,17.33,"yv",5.27,18.51,6.85,6.12,2.19,"ev",36.68
"Denied","kq","hk",1.71,12.67,-6.63,7.87,11.63,9.24,"ch","db","te",5.58,"iz",1.33,36.3,1.34,"ki",39.77,"qu",16.48,17.05,-0.25,"ub",11.32,15.17,20.48,7.95,1.39,"ev",21.08
"Denied","wv","py",4.01,-7.65,21.59,2.14,15.78,16.49,"ch","ld","te",4.16,"cb",0.32,-3.02,11.36,"ki",57.33,"tg",6.33,5.37,14.18,"cz",0.53,17.75,18.52,4.69,0.2,"dg",27.67
"Denied","qw","rv",-1.54,20.13,42.74,-4.33,15.87,-1.91,"ch","ld","te",2.38,"cb",0.41,10.33,17.14,"bw",8.88,"tg",27.91,28.89,1.41,"tf",10.51,3.62,24.57,4.66,-1.88,"dg",-14.59
"Success","wv","py",8.38,20.89,33.93,12.48,4.63,10.5,"ch","ld","te",27.38,"cb",3.77,10.33,21.93,"bw",-18,"ev",17.81,6.95,15.09,"ub",6.27,2.3,4.98,3.06,3.35,"ev",26.22
"Denied","qw","rv",1.86,17.4,14.68,7.44,15.21,12.55,"ch","db","rl",-8.14,"cb",1,-0.6,7.8,"zk",6.32,"ev",-3.81,25.25,17.31,"fe",8.24,16.19,22.31,6.37,1.66,"ev",29.47
"Denied","kq","hk",5.54,23.07,14.32,22.19,22.2,12.39,"ch","db","te",6.73,"kh",2.98,29.59,12.23,"bw",16.94,"me",29.65,49.55,1.55,"fe",7.26,10.96,8.24,4.3,0.58,"ev",-0.56
"Denied","qw","py",1.74,7.7,47.82,15.39,24.17,6.84,"ch","ld","rl",18.4,"iz",5.69,22.65,12.91,"ki",20.97,"ev",24.04,45.62,16.66,"tf",7.64,18.21,3.03,6.07,2.17,"ev",20.86
"Denied","wv","js",3.57,27.98,11.21,20.33,-1.53,3.69,"nv","ld","te",-1.68,"kh",1.85,33.03,-1.18,"ov",21.39,"fh",10.77,32.83,28.72,"ri",2.03,16.55,8.64,3.98,1.59,"dg",15.63
"Success","qw","hk",1.37,3.14,5.59,0.9,18.3,-4.69,"ch","ld","te",-1.2,"cb",4.26,25.66,-3.72,"ov",33.97,"tg",10.3,11.25,21.55,"ub",7.23,9.36,2.18,0.27,0.48,"ev",25.39
"Success","wv","bq",-1.33,8.7,63.22,17.94,-8.34,3.35,"ch","ld","te",0.79,"kh",2.11,48.95,-5.05,"zk",46.11,"tg",39.71,15.78,11.82,"ub",11.1,13.24,0.62,7.14,0.02,"ev",-6.26
"Denied","wv","js",-0.29,30.22,18.95,5.41,-19.46,10.26,"nv","ld","rl",2.74,"np",0.91,7.34,20.12,"bw",25.69,"tg",29.77,14.42,21.13,"qu",14.93,6.5,29.47,-0.77,2.36,"ev",16.41
"Denied","wv","bq",1.35,18.83,31.08,4.97,3,-1.94,"ch","ld","rl",4.64,"te",2.01,8.43,24.24,"bw",15.47,"ev",4.92,14.33,19.38,"tf",19.17,10.5,12.47,-1.33,3.32,"dg",6.75
"Denied","qw","js",2.25,19.64,-29.05,11.67,10.75,6.34,"ch","db","te",13.59,"te",0.15,9.95,20.85,"zk",31.86,"me",46.39,30.8,8.76,"ri",4.25,21.59,13.83,4.99,2.75,"ev",24.96
"Success","kq","lo",-0.2,-3.91,25.23,14.58,11.55,9.75,"nv","db","te",-2.35,"cb",3.23,10.09,-10.63,"bw",14.94,"qu",23.44,0.59,23.64,"ri",1.49,-7.57,18.74,8.45,1.16,"ev",36.27
"Denied","qw","py",3.69,37.6,30.05,21.24,-3.63,1.1,"nv","ld","te",15.95,"pf",2.09,32.83,8.4,"bw",4.52,"ev",8.72,25.52,-6.12,"ub",1.92,24.66,10.83,8.84,-0.45,"dg",0.51
"Success","ma","py",-1.42,8.97,58.39,13.78,18.95,2.69,"nv","ld","te",-3.73,"te",7.15,23.88,23.02,"bw",-8.91,"ev",9.6,-10.01,21.47,"qu",5.62,-5.82,-0.39,5.2,0.57,"ev",-5.2
"Success","wv","zg",7.61,16.48,0.47,9.84,-4.48,5.89,"ch","db","te",17.14,"xm",6.28,3.51,-6.19,"ki",29.12,"tg",20.69,20.16,25.95,"ub",4.87,0.15,28.73,2.2,0.35,"ev",-2.56
"Denied","qw","rv",3.98,16.12,15.68,1.31,14.02,0.41,"ch","ld","te",13.92,"kh",0.55,16.9,21.57,"bw",16.14,"qu",24.26,24.91,17.17,"ub",3.84,10.76,2.89,8.33,1.72,"dg",29.22
"Success","wv","py",4.38,-2.05,14.45,10.49,1.39,5.31,"ch","ld","rl",1.71,"cb",3.57,22.53,5.68,"ki",32.91,"tg",41.21,26.7,21.95,"ub",14.73,15.12,5.3,4.49,0.54,"ev",4.5
"Success","wv","py",1.32,6.05,37.17,-0.86,15,0.45,"ch","ld","te",22.3,"iz",2.8,12.2,8.42,"ki",52.98,"tg",-1.87,10.67,12.57,"cz",3.65,-12.5,22.33,3.72,0.32,"ev",-0.23
"Success","wv","bq",4.74,10.68,-14.44,4.61,9.76,4.18,"ch","ld","te",-2.59,"iz",3.91,5.11,23.27,"ov",21.5,"ev",10.32,39.77,22.61,"ri",12.56,9.65,14.55,6.19,3.27,"ev",7.18
"Success","qw","js",1.5,20.65,49.3,1.17,-4.54,4.65,"nv","db","te",-0.64,"te",2.25,-11.07,30.83,"ki",-14.66,"me",39.15,10.81,2.25,"ub",4.29,9.82,3.92,7.58,0.97,"ev",26.89
"Success","ma","bq",-0.9,6.24,34.43,11.79,10.64,8.27,"ch","ld","te",-2.72,"np",3.42,36.29,10.41,"ki",32.7,"bz",22.44,25.43,36.48,"tf",3.95,-1.36,3.28,5.09,1.36,"dg",8.64
"Denied","qw","py",-2.36,21.06,38.92,-3.38,9.11,11.17,"ch","ld","te",17.84,"cb",-1.05,22.28,24.08,"bw",18.2,"ev",5.94,12.78,18.1,"qu",10.84,13.88,13.16,5.35,1.36,"ev",9.39
"Denied","qw","bq",0,-19.22,38.57,6.09,7.97,11.02,"ja","db","te",11.11,"cb",1.12,28.02,2.29,"ki",-23.16,"tg",-18.72,15.02,8.58,"ub",6.72,19.87,7.97,5.77,3.09,"ev",23.95
"Denied","qw","bq",5.32,18.48,-2.59,-9.09,5.87,10.33,"ch","ld","rl",12.94,"pf",1.19,10.62,-2.97,"bw",17.19,"ev",52.01,13.37,2.9,"fe",8.48,24.89,21.22,-2.01,1.56,"ev",20.75
"Success","kq","hk",6.78,19.27,17.8,18.44,11.27,7.88,"ch","db","te",21.69,"iz",1.57,16.37,13.37,"bw",13.18,"tg",35.43,17.62,7.87,"qu",5.99,6.33,13.38,4.31,2.22,"ev",15.75
"Denied","qw","js",4.37,21.26,34.34,15.09,22.37,10.84,"ch","ld","te",8.8,"cb",0.84,2.87,27.53,"bw",7.24,"qu",-2.23,25.01,14.43,"tf",-0.83,2.31,27.59,4.43,1.67,"ev",30.31
"Denied","kq","py",3.98,19.07,37.35,-1.44,1.15,8.59,"ch","ld","te",3.4,"kh",2.88,26.66,8.44,"ki",43.07,"ev",8.62,20.94,16.32,"qu",2.27,42.62,3.11,4.05,1.02,"ev",51.2
"Denied","kq","zg",2.49,13.4,39.69,-11.88,-0.55,10.15,"nv","ld","te",0.39,"pf",-0.96,-14.9,4.17,"bw",32.75,"me",31.2,22.61,26.53,"ri",4.05,1.73,-11.62,3.64,1.22,"ev",11.01
"Success","qw","py",-2.27,-12.99,30.52,7.88,-4.35,10.21,"ch","ld","te",9.77,"te",2.09,-22.74,9.45,"ov",23.22,"qu",49.28,0.87,18.29,"ri",3.16,2.97,17.88,7.92,-0.3,"ev",22.2
"Denied","wv","bq",6.41,29.92,-14.2,-11.53,25.52,4.71,"ch","ld","te",10.81,"cb",0.89,-1.24,12.89,"zk",8.36,"qu",2.75,23.53,-9.61,"fe",-1.14,8.82,-1.13,-1.39,2.69,"dg",8.67
"Success","qw","bq",3.19,7.61,12.6,8.12,7.11,9.38,"nv","ld","te",-10.99,"cb",1.76,38.25,2.53,"ki",38.03,"ev",57.14,30.59,6.93,"fe",3.56,-12.13,-13.1,3.84,0.93,"dg",41.21
"Denied","qw","bq",4.42,15.47,35.62,5.8,14.6,0.48,"ch","db","te",7.78,"cb",-0.03,-3.24,-8.02,"bw",39.88,"ev",0.87,13.11,0.22,"sy",8.28,11.73,7.94,0.85,-1.04,"ev",11.82
"Success","kq","zg",2.76,-11.2,36.98,9.81,16.12,7.57,"ja","ld","te",14.53,"te",3.57,10.91,-19.27,"ki",33.82,"tg",35.19,20.63,11.32,"da",9,5.95,16.35,10.34,-0.23,"ev",-1.62
"Denied","kq","hk",-1.39,39.54,36.68,11.24,15.23,12.35,"ch","ld","te",3.4,"cb",2.42,41.05,-1.2,"bw",16.3,"tg",27.46,35.51,12.93,"ub",9.26,17.03,9.35,5.01,0.75,"ev",34.15
"Denied","qw","rv",-3.37,29.51,36.89,3.46,7.72,16.06,"ch","ld","rl",-2.34,"te",0.79,-9.94,-0.91,"bw",15.08,"ev",11.75,1.8,2.15,"cz",-2.85,24.19,13.73,2.72,0.64,"dg",10.46
"Denied","ma","py",5.75,11.26,-3.99,0.5,-3.39,1.35,"ch","db","te",4.03,"xm",2.55,34.34,11.56,"az",44.39,"ev",35.35,5.55,-0.67,"ub",-3.34,25.04,14.37,6.22,1.01,"ev",26.38
"Denied","qw","hk",1.95,6.34,24.54,10.36,27.26,10.62,"nv","ld","te",27.71,"te",1.5,11.14,18.31,"bw",-1.04,"ev",0.8,7.75,24.54,"ri",-1.06,15.59,31.34,3.39,0.71,"ev",12.57
"Denied","kq","js",3.52,17.57,26.41,1.54,3.08,3.08,"ch","ld","rl",9.62,"cb",2.77,43.5,36.78,"ov",28.3,"me",3.59,16.29,-14.22,"qu",15.77,25.64,26.45,11.33,0.49,"ev",19.8
"Denied","qw","bq",8.44,19.04,18.17,1.22,5.33,7.74,"ch","db","te",1,"te",4.99,15.94,9.84,"bw",-10.06,"qu",8.59,11.43,19.14,"tf",3.38,-3.09,22.11,-0.63,3.21,"ev",21.93
"Denied","qw","py",1.22,12.17,31.26,-1.59,22.52,14.68,"ja","ld","rl",0.19,"cb",4.94,19.23,6.52,"bw",14.42,"bz",-8.89,3.64,31.4,"tf",10.87,19.86,9.04,12.51,1.21,"ev",30.01
"Denied","qw","js",-1.9,23.67,20.11,2.61,-2.68,16.25,"ch","pe","te",7.86,"te",0.04,17.57,23.33,"ki",11.02,"ev",7.13,20.61,33.89,"tf",5.38,20.84,18.31,2.82,0.69,"ev",39.45
"Denied","qw","xn",-0.34,-6.87,32.96,-3.5,-10.61,2.75,"nv","db","rl",11.17,"cb",2.61,38.42,6.2,"zk",-16.11,"ev",9.81,28.82,6.57,"tf",5.43,12.6,22.67,1.03,1.85,"ev",34.7
"Denied","qw","py",-4.76,-1.63,-21.18,4.43,-3.29,-6.25,"ch","ld","rl",22.68,"te",2.35,34.63,-0.07,"zk",52.23,"me",6.8,7.91,3.44,"qu",7.37,7.27,-11.14,2.05,0.87,"ev",25.92
"Denied","kq","py",0.59,-4.43,7.12,7,27.3,5.86,"ch","ld","rl",9.34,"te",3.77,32.67,18.61,"zk",10.04,"tg",-4.96,-0.21,25.12,"qu",1.6,8.71,8.1,-1.23,0.12,"ev",18.25
"Denied","qw","bq",4.23,-0.77,34.64,10.71,12.58,8.88,"nv","ld","rl",7.9,"iz",-1.16,7.78,-1.45,"ov",-0.04,"ev",51.68,7.07,4.22,"fe",-0.43,19.31,25.48,7.58,-0.62,"ev",3.49
"Denied","qw","js",2.56,12.68,8.65,6.52,6.3,18.66,"ch","ld","te",16.16,"cb",0.68,-10.98,16.15,"ki",-11.24,"ev",34.84,12.02,18.57,"cz",3.8,13.47,9.39,5.27,0.87,"dg",30.24
"Denied","qw","bq",3.65,10.35,0.6,-6.25,20.83,-2.12,"ch","db","rl",9.71,"te",0.69,12.14,13.37,"bw",15.69,"ev",-2.47,23.72,20.46,"ub",-2.48,9.9,16.54,3.79,2.82,"ev",60.13
"Success","qw","py",-1.6,11.04,3.83,12.06,5.43,7.76,"nv","db","te",4.49,"cb",2.17,41.82,2.8,"ov",13.93,"ev",10.54,19.29,-10.49,"da",-0.83,4.83,5.17,3.32,1.6,"ev",17.39
"Success","qw","js",2.96,-12.83,67.69,9.33,14.96,3.09,"ja","db","te",1.32,"iz",5.5,4.25,5.86,"ki",43.05,"qu",29.18,16.01,18.2,"sy",6.16,6.16,15.5,11.3,-0.85,"ev",42.11
"Denied","kq","bq",8.59,34.35,15.31,26.34,8.3,-6.04,"ch","ld","te",15.43,"cb",4.45,16.02,11.79,"bw",7.16,"me",29.21,36.3,22.67,"tf",-0.76,2.47,8.5,1.95,1.65,"dg",25.16
"Denied","qw","rv",-2.43,21.52,25.61,-3.32,13.68,5.31,"ja","db","te",5.59,"pf",-2.17,18.27,-14.48,"zk",22.31,"ev",17.2,7.61,14.32,"ri",4.93,5.24,13.54,8.07,3.37,"dg",18.92
"Success","qw","zg",2.51,24.63,34.04,-1.87,10.08,1.27,"nv","pe","te",8.45,"kh",2.57,19.71,5.69,"bw",28.59,"ev",48.3,20.89,13.24,"tf",-2.76,2.95,4.77,0.33,0.28,"ev",13.66
"Denied","qw","hk",-2.82,1.27,9.65,6.88,13.96,15.52,"ch","ld","te",3.97,"iz",2.02,32.25,-10.05,"zk",18.91,"qu",66.26,15.81,1.29,"da",3.25,23.87,37.56,6.51,1.4,"ev",25.21
"Denied","kq","hk",4.01,34.35,16.96,15.76,6.37,8.02,"ch","ld","te",6.82,"kh",0.22,-1.13,16,"bw",34.03,"me",22.89,21.1,-1.93,"tf",7.76,12.7,24.99,5.3,1.44,"ev",23.53
"Denied","qw","bq",3.52,7.19,4.13,5.1,9.25,0.29,"ch","ld","te",7.9,"te",-1.26,6.1,9.39,"bw",7.05,"fh",30.55,30,19.25,"ri",2.99,10.24,35.47,5.12,-0.07,"dg",19.09
"Success","kq","py",2.48,4.31,18.57,-2.14,7.68,13.53,"ch","ld","te",14.81,"cb",1.47,13.01,14.48,"ki",14.76,"ev",28.63,27.86,1.27,"tf",-2.52,-5.13,18.04,-1.6,-0.15,"ev",21.09
"Success","qw","py",-0.03,9.42,4.49,13.16,-13.62,2.54,"nv","db","te",8.46,"kh",2.29,2.9,22.79,"bw",29.22,"qu",9.68,-7.61,-2.64,"qu",11.29,-5.32,14.15,5.22,0.38,"ev",18.16
"Success","kq","rv",0.27,27.66,-0.01,-1.73,2.24,8.77,"ch","db","rl",9.13,"np",-0.83,16.42,17.93,"bw",-10.27,"tg",0.47,27.26,5.35,"ub",5.95,3.09,24.28,6.46,1.45,"ev",37.7
